section_id,fdd_id,identified_item_number,identified_header_text,start_page,end_page
5421,266,16,ITEM 16. Restrictions On What The Franchisee May Sell,25,25
5422,266,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",25,30
5423,266,18,ITEM 18. Public Figures,31,31
5424,266,19,ITEM 19. Financial Performance Representations,31,31
5425,266,20,ITEM 20. List Of Outlets,31,35
5426,266,21,ITEM 21. Financial Statements,35,35
5427,266,22,ITEM 22. Contracts,35,35
5428,266,23,ITEM 23. Receipt,35,35
5429,1360,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",8,11
5430,1360,2,ITEM 2. Business Experience,12,13
5433,1360,5,ITEM 5. Initial Franchise Fee,14,14
5434,1360,6,ITEM 6. Other Fees,15,21
5435,1360,7,ITEM 7. Initial Investment,22,26
5436,1360,8,ITEM 8. Restrictions On Sources Of Products And Services,27,28
5437,1360,9,ITEM 9. Franchisee's Obligations,28,30
5438,1360,10,ITEM 10. Financing,30,30
5439,1360,11,"ITEM 11. FranchisorâS Assistance, Advertising, Computer Systems And Training",30,40
5440,1360,12,ITEM 12. Territory,41,41
5441,1360,13,ITEM 13. Trademarks,42,43
5442,1360,14,"ITEM 14. Patents, Copyrights and Proprietary Information",43,44
5443,1360,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,44,46
5444,1360,16,ITEM 16. Restrictions On What The Franchisee May Sell,46,46
5445,1360,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",47,51
5446,1360,18,ITEM 18. Public Figures,52,52
5447,1360,19,ITEM 19. Financial Performance Representations,52,52
5448,1360,20,ITEM 20. List Of Outlets,52,62
5449,1360,21,ITEM 21. Financial Statements,62,62
5450,1360,22,ITEM 22. Contracts,63,63
5451,1360,23,ITEM 23. Receipt,63,63
5452,777,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",8,10
5453,777,2,ITEM 2. Business Experience,10,10
5454,777,3,ITEM 3. Litigation,11,11
5455,777,4,ITEM 4. Bankruptcy,11,11
5456,777,5,ITEM 5. Initial Franchise Fee,11,12
5457,777,6,ITEM 6. Other Fees,12,15
5458,777,7,ITEM 7. Initial Investment,17,20
5459,777,8,ITEM 8. Restrictions On Sources Of Products And Services,20,23
5460,777,9,ITEM 9. Franchisee's Obligations,24,24
5461,777,10,ITEM 10. Financing,24,24
5462,777,11,"ITEM 11. Franchisor's Assistance, Advertising, Computer Systems, and Training Except as listed below, we are not required to provide you with any assistance.",25,32
5463,777,12,ITEM 12. Territory,33,35
5464,777,13,ITEM 13. Trademarks,36,38
5465,777,14,"ITEM 14PATENTS, COPYRIGHTS AND PROPRIETARY INFORMATION",38,39
5466,777,15,ITEM 15OBLIGATION TO PARTICIPATE IN THE ACTUAL OPERATION OF THE FRANCHISEBUSINESS,39,40
5467,777,16,ITEM 16 RESTRICTIONS ON WHAT THE FRANCHISEE MAY SELL,40,41
5468,777,17,"ITEM 17 RENEWAL, TERMINATION, TRANSFER AND DISPUTE RESOLUTION THE FRANCHISE RELATIONSHIP",41,45
5469,777,18,ITEM 18 PUBLIC FIGURES,45,45
5470,777,19,ITEM 19 FINANCIAL PERFORMANCE REPRESENTATIONS,46,49
5471,777,20,ITEM 20 OUTLETS AND FRANCHISEE INFORMATION,49,50
5472,777,21,ITEM 21 FINANCIAL STATEMENTS,50,50
5473,777,22,ITEM 22 CONTRACTS,51,51
5474,777,23,ITEM 23 RECEIPT,51,51
5475,1267,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,8
5476,1267,2,ITEM 2. Business Experience,9,9
5477,1267,3,ITEM 3. Litigation,9,9
5478,1267,4,ITEM 4. Bankruptcy,10,10
5479,1267,5,ITEM 5. Initial Franchise Fee,10,10
5480,1267,6,ITEM 6. Other Fees,11,14
5481,1267,7,ITEM 7. Initial Investment,15,19
5482,1267,8,ITEM 8. Restrictions On Sources Of Products And Services,19,21
5483,1267,9,ITEM 9. Franchisee's Obligations,21,22
5484,1267,10,ITEM 10. Financing,23,23
5485,1267,11,ITEM 11. Franchisor's Obligations,23,34
5486,1267,12,ITEM 12. Territory,35,38
5487,1267,13,ITEM 13. Trademarks,39,41
5488,1267,14,"ITEM 14. Patents, Copyrights and Proprietary Information",41,43
5489,1267,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,43,43
5490,1267,16,ITEM 16. Restrictions On What The Franchisee May Sell,43,44
5491,1267,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",44,50
5492,1267,18,ITEM 18. Public Figures,50,50
5493,1267,19,ITEM 19. Financial Performance Representations,51,51
5494,1267,20,ITEM 20. List Of Outlets,51,54
5495,1267,21,ITEM 21. Financial Statements,54,54
5496,1267,22,ITEM 22. Contracts,54,54
5497,1267,23,ITEM 23. Receipt,54,54
5498,1248,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",5,8
5499,1248,2,ITEM 2. Business Experience,9,15
5500,1248,3,ITEM 3. Litigation,16,18
5501,1248,4,ITEM 4. Bankruptcy,19,19
5502,1248,5,ITEM 5. Initial Franchise Fee,19,19
5503,1248,6,ITEM 6. Other Fees,20,23
5504,1248,7,ITEM 7. Initial Investment,24,30
5505,1248,8,ITEM 8. Restrictions On Sources Of Products And Services,31,35
5506,1248,9,ITEM 9. Franchisee's Obligations,36,37
5507,1248,10,ITEM 10. Financing,37,37
5508,1248,11,ITEM 11. Franchisor's Obligations,38,48
5509,1248,12,ITEM 12. Territory,49,52
5510,1248,13,ITEM 13. Trademarks,52,54
5511,1248,14,"ITEM 14. Patents, Copyrights and Proprietary Information",54,56
5512,1248,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,56,57
5513,1248,16,ITEM 16. Restrictions On What The Franchisee May Sell,57,58
5514,1248,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",55,63
5515,1248,18,ITEM 18. Public Figures,59,63
5516,1248,19,ITEM 19. Financial Performance Representations,59,71
5517,1248,20,ITEM 20. List Of Outlets,68,77
5518,1248,21,ITEM 21. Financial Statements,73,77
5519,1248,22,ITEM 22. Contracts,73,77
5520,1248,23,ITEM 23. Receipt,73,73
5521,843,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",10,17
5522,843,2,ITEM 2. Business Experience,18,19
5523,843,3,ITEM 3. Litigation,22,27
5524,843,4,ITEM 4. Bankruptcy,28,28
5525,843,5,ITEM 5. Initial Franchise Fee,29,31
5526,843,6,ITEM 6. Other Fees,32,44
5527,843,7,ITEM 7. Initial Investment,46,53
5528,843,8,ITEM 8. Restrictions On Sources Of Products And Services,53,56
5529,843,9,ITEM 9. Franchisee's Obligations,56,59
5530,843,10,ITEM 10. Financing,59,62
5531,843,11,ITEM 11. Franchisor's Obligations,62,66
5532,843,12,ITEM 12. Territory,66,78
5533,843,13,ITEM 13. Trademarks,79,81
5534,843,14,"ITEM 14. Patents, Copyrights and Proprietary Information",81,83
5535,843,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,83,83
5536,843,16,ITEM 16. Restrictions On What The Franchisee May Sell,83,84
5537,843,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",84,89
5538,843,18,ITEM 18. Public Figures,89,89
5539,843,19,ITEM 19. Financial Performance Representations,89,91
5540,843,20,ITEM 20. List Of Outlets,92,101
5541,843,21,ITEM 21. Financial Statements,90,90
5542,843,22,ITEM 22. Contracts,90,90
5543,843,23,ITEM 23. Receipt,91,91
5544,962,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",5,6
5545,962,2,ITEM 2. Business Experience,7,8
5546,962,3,ITEM 3. Litigation,8,8
5547,962,4,ITEM 4. Bankruptcy,9,9
5548,962,5,ITEM 5. Initial Franchise Fee,9,10
5549,962,6,ITEM 6. Other Fees,10,14
5550,962,7,ITEM 7. Initial Investment,15,20
5551,962,8,ITEM 8. Restrictions On Sources Of Products And Services,20,23
5552,962,9,ITEM 9. Franchisee's Obligations,24,25
5553,962,10,ITEM 10. Financing,25,25
5554,962,11,ITEM 11. Franchisor's Obligations,26,31
5555,962,12,ITEM 12. Territory,31,37
5556,962,13,ITEM 13. Trademarks,37,38
5557,962,14,"ITEM 14. Patents, Copyrights and Proprietary Information",39,39
5558,962,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,40,40
5559,962,16,ITEM 16. Restrictions On What The Franchisee May Sell,40,41
5560,962,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",41,45
5561,962,18,ITEM 18. Public Figures,46,46
5562,962,19,ITEM 19. Financial Performance Representations,46,49
5563,962,20,ITEM 20. List Of Outlets,49,53
5564,962,21,ITEM 21. Financial Statements,53,53
5565,962,22,ITEM 22. Contracts,53,53
5566,962,23,ITEM 23. Receipt,53,53
5567,841,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,8
5568,841,2,ITEM 2. Business Experience,8,9
5569,841,3,ITEM 3. Litigation,9,10
5570,841,4,ITEM 4. Bankruptcy,10,10
5571,841,5,ITEM 5. Initial Franchise Fee,10,10
5572,841,6,ITEM 6. Other Fees,10,13
5573,841,7,ITEM 7. Initial Investment,13,15
5574,841,8,ITEM 8. Restrictions On Sources Of Products And Services,15,17
5575,841,9,ITEM 9. Franchisee's Obligations,18,20
5576,841,10,ITEM 10. Financing,20,20
5577,841,11,ITEM 11. Franchisor's Obligations,21,25
5578,841,12,ITEM 12. Territory,26,28
5579,841,13,ITEM 13. Trademarks,28,29
5580,841,14,"ITEM 14. Patents, Copyrights and Proprietary Information",29,29
5581,841,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,29,29
5582,841,16,ITEM 16. Restrictions On What The Franchisee May Sell,29,30
5583,841,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",30,33
5584,841,18,ITEM 18. Public Figures,35,35
5585,841,19,ITEM 19. Financial Performance Representations,35,37
5586,841,20,ITEM 20. List Of Outlets,37,42
5587,841,21,ITEM 21. Financial Statements,42,42
5588,841,22,ITEM 22. Contracts,43,43
5589,841,23,ITEM 23. Receipt,43,43
5590,946,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",8,11
5591,946,2,ITEM 2. Business Experience,12,12
5592,946,3,ITEM 3. Litigation,13,13
5593,946,4,ITEM 4. Bankruptcy,14,14
5594,946,5,ITEM 5. Initial Franchise Fee,14,17
5595,946,6,ITEM 6. Other Fees,18,22
5596,946,7,ITEM 7. Initial Investment,19,30
5597,946,8,ITEM 8. Restrictions On Sources Of Products And Services,30,32
5598,946,9,ITEM 9. Franchisee's Obligations,32,35
5599,946,10,ITEM 10. Financing,36,37
5600,946,11,ITEM 11. Franchisor's Obligations,37,44
5601,946,12,ITEM 12. Territory,44,47
5602,946,13,ITEM 13. Trademarks,47,49
5603,946,14,"ITEM 14. Patents, Copyrights and Proprietary Information",49,50
5604,946,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,50,51
5605,946,16,ITEM 16. Restrictions On What The Franchisee May Sell,51,51
5606,946,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",52,60
5607,946,18,ITEM 18. Public Figures,60,60
5608,946,19,ITEM 19. Financial Performance Representations,61,64
5609,946,20,ITEM 20. List Of Outlets,65,69
5610,946,21,ITEM 21. Financial Statements,65,65
5611,946,22,ITEM 22. Contracts,65,65
5612,946,23,ITEM 23. Receipt,65,65
5613,461,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,8
5614,461,2,ITEM 2. Business Experience,9,9
5615,461,3,ITEM 3. Litigation,10,10
5616,461,4,ITEM 4. Bankruptcy,10,10
5617,461,5,ITEM 5. Initial Franchise Fee,10,11
5618,461,6,ITEM 6. Other Fees,11,14
5619,461,7,ITEM 7. Initial Investment,15,18
5620,461,8,ITEM 8. Restrictions On Sources Of Products And Services,18,21
5621,461,9,ITEM 9. Franchisee's Obligations,21,22
5622,461,10,ITEM 10. Financing,22,22
5623,461,11,ITEM 11. Franchisor's Obligations,22,29
5624,461,12,ITEM 12. Territory,29,31
5625,461,13,ITEM 13. Trademarks,31,33
5626,461,14,"ITEM 14. Patents, Copyrights and Proprietary Information",33,35
5627,461,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,35,35
5628,461,16,ITEM 16. Restrictions On What The Franchisee May Sell,35,36
5629,461,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",36,42
5630,461,18,ITEM 18. Public Figures,42,42
5631,461,19,ITEM 19. Financial Performance Representations,42,46
5632,461,20,ITEM 20. List Of Outlets,46,49
5633,461,21,ITEM 21. Financial Statements,49,49
5634,461,22,ITEM 22. Contracts,49,50
5635,461,23,ITEM 23. Receipt,50,50
5636,1246,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",8,11
5637,1246,2,ITEM 2. Business Experience,11,12
5638,1246,3,ITEM 3. Litigation,12,12
5639,1246,4,ITEM 4. Bankruptcy,12,12
5640,1246,5,ITEM 5. Initial Franchise Fee,12,14
5641,1246,6,ITEM 6. Other Fees,14,16
5642,1246,7,ITEM 7. Initial Investment,22,28
5643,1246,8,ITEM 8. Restrictions On Sources Of Products And Services,28,32
5644,1246,9,ITEM 9. Franchisee's Obligations,32,33
5645,1246,10,ITEM 10. Financing,33,33
5646,1246,11,"ITEM 11. FRANCHISORâS ASSISTANCE, ADVERTISING, COMPUTER SYSTEMS, AND TRAINING",33,48
5647,1246,12,ITEM 12. Territory,48,52
5648,1246,13,ITEM 13. Trademarks,52,54
5649,1246,14,"ITEM 14. Patents, Copyrights and Proprietary Information",54,56
5650,1246,15,ITEM 15. OBLIGATION TO PARTICIPATE IN THE ACTUAL OPERATION OF THEFRANCHISE BUSINESS,56,57
5651,1246,16,ITEM 16. Restrictions On What The Franchisee May Sell,57,58
5652,1246,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution THE FRANCHISE RELATIONSHIP",58,63
5653,1246,18,ITEM 18. Public Figures,63,63
5654,1246,19,ITEM 19. Financial Performance Representations,63,67
5655,1246,20,ITEM 20. OUTLETS AND FRANCHISEE INFORMATION,67,75
5656,1246,21,ITEM 21. Financial Statements,75,75
5657,1246,22,ITEM 22. Contracts,76,76
5658,1246,23,ITEM 23. Receipts,76,76
5659,691,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",8,10
5660,691,2,ITEM 2. Business Experience,11,11
5661,691,3,ITEM 3. Litigation,11,11
5662,691,4,ITEM 4. Bankruptcy,11,11
5663,691,5,ITEM 5. Initial Franchise Fee,12,12
5664,691,6,ITEM 6. Other Fees,12,15
5665,691,7,ITEM 7. Initial Investment,17,21
5666,691,8,ITEM 8. Restrictions On Sources Of Products And Services,22,25
5667,691,9,ITEM 9. Franchisee's Obligations,26,27
5668,691,10,ITEM 10. Financing,28,28
5669,691,11,ITEM 11. Franchisor's Obligations,28,39
5670,691,12,ITEM 12. Territory,40,42
5671,691,13,ITEM 13. Trademarks,43,44
5672,691,14,"ITEM 14. Patents, Copyrights and Proprietary Information",44,45
5673,691,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,45,46
5674,691,16,ITEM 16. Restrictions On What The Franchisee May Sell,46,47
5675,691,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",47,55
5676,691,18,ITEM 18. Public Figures,55,55
5677,691,19,ITEM 19. Financial Performance Representations,55,56
5678,691,20,ITEM 20. List Of Outlets,57,60
5679,691,21,ITEM 21. Financial Statements,60,60
5680,691,22,ITEM 22. Contracts,61,61
5681,691,23,ITEM 23. Receipt,61,61
5682,618,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",10,12
5683,618,2,ITEM 2. Business Experience,12,14
5684,618,3,ITEM 3. Litigation,14,18
5685,618,4,ITEM 4. Bankruptcy,18,18
5686,618,5,ITEM 5. Initial Franchise Fee,18,20
5687,618,6,ITEM 6. Other Fees,11,26
5688,618,7,ITEM 7. Initial Investment,31,35
5689,618,8,ITEM 8. Restrictions On Sources Of Products And Services,35,39
5690,618,9,ITEM 9. Franchisee's Obligations,39,40
5691,618,10,ITEM 10. Financing,40,40
5692,618,11,ITEM 11. Franchisor's Obligations,41,46
5693,618,12,ITEM 12. Territory,49,50
5694,618,13,ITEM 13. Trademarks,50,53
5695,618,14,"ITEM 14. Patents, Copyrights and Proprietary Information",53,54
5696,618,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,54,55
5697,618,16,ITEM 16. Restrictions On What The Franchisee May Sell,55,55
5698,618,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",55,62
5699,618,18,ITEM 18. Public Figures,62,62
5700,618,19,ITEM 19. Financial Performance Representations,62,71
5701,618,20,ITEM 20. List Of Outlets,71,77
5702,618,21,ITEM 21. Financial Statements,77,77
5703,618,22,ITEM 22. Contracts,77,77
5704,618,23,ITEM 23. Receipt,78,78
5705,584,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,14
5706,584,2,ITEM 2. Business Experience,14,14
5707,584,3,ITEM 3. Litigation,14,14
5708,584,4,ITEM 4. Bankruptcy,15,15
5709,584,5,ITEM 5. Initial Franchise Fee,15,16
5710,584,6,ITEM 6. Other Fees,16,18
5711,584,7,ITEM 7. Initial Investment,19,21
5712,584,8,ITEM 8. Restrictions On Sources Of Products And Services,22,24
5713,584,9,ITEM 9. Franchisee's Obligations,24,25
5714,584,10,ITEM 10. Financing,25,26
5715,584,11,ITEM 11. Franchisor's Obligations,26,32
5716,584,12,ITEM 12. Territory,33,36
5717,584,13,ITEM 13. Trademarks,36,37
5718,584,14,"ITEM 14. Patents, Copyrights and Proprietary Information",38,40
5719,584,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,40,41
5720,584,16,ITEM 16. Restrictions On What The Franchisee May Sell,41,48
5721,584,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",49,53
5722,584,18,ITEM 18. Public Figures,53,53
5723,584,19,ITEM 19. Financial Performance Representations,53,56
5724,584,20,ITEM 20. List Of Outlets,57,62
5725,584,21,ITEM 21. Financial Statements,56,56
5726,584,22,ITEM 22. Contracts,56,56
5727,584,23,ITEM 23. Receipt,56,56
5728,1081,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",9,11
5729,1081,2,ITEM 2. Business Experience,12,13
5730,1081,3,ITEM 3. Litigation,13,13
5731,1081,4,ITEM 4. Bankruptcy,13,13
5732,1081,5,ITEM 5. Initial Franchise Fee,13,13
5733,1081,6,ITEM 6. Other Fees,14,18
5734,1081,7,ITEM 7. Initial Investment,18,21
5735,1081,8,ITEM 8. Restrictions On Sources Of Products And Services,22,25
5736,1081,9,ITEM 9. Franchisee's Obligations,26,27
5737,1081,10,ITEM 10. Financing,28,28
5738,1081,11,ITEM 11. Franchisor's Obligations,28,34
5739,1081,12,ITEM 12. Territory,34,37
5740,1081,13,ITEM 13. Trademarks,37,39
5741,1081,14,"ITEM 14. Patents, Copyrights and Proprietary Information",39,39
5742,1081,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,39,39
5743,1081,16,ITEM 16. Restrictions On What The Franchisee May Sell,39,40
5744,1081,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",41,45
5745,1081,18,ITEM 18. Public Figures,45,45
5746,1081,19,ITEM 19. Financial Performance Representations,46,47
5747,1081,20,ITEM 20. List Of Outlets,48,52
5748,1081,21,ITEM 21. Financial Statements,52,52
5749,1081,22,ITEM 22. Contracts,53,53
5750,1081,23,ITEM 23. Receipt,53,53
5751,353,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",8,9
5752,353,2,ITEM 2. Business Experience,10,10
5753,353,3,ITEM 3. Litigation,10,10
5754,353,4,ITEM 4. Bankruptcy,10,10
5755,353,5,ITEM 5. Initial Franchise Fee,11,12
5756,353,6,ITEM 6. Other Fees,12,15
5757,353,7,ITEM 7. Initial Investment,17,19
5758,353,8,ITEM 8. Restrictions On Sources Of Products And Services,19,22
5759,353,9,ITEM 9. Franchisee's Obligations,22,23
5760,353,10,ITEM 10. Financing,24,24
5761,353,11,"ITEM 11. Franchisor's Assistance, Advertising, Computer Systems, and Training",24,31
5762,353,12,ITEM 12. Territory,31,35
5763,353,13,ITEM 13. Trademarks,35,36
5764,353,14,ITEM 14.,37,37
5765,353,15,ITEM 15.OBLIGATION TO PARTICIPATE IN THE ACTUAL OPERATIONOF THE FRANCHISE BUSINESS,37,38
5766,353,16,ITEM 16. RESTRICTIONS ON WHAT THE FRANCHISEE MAY SELL,38,38
5767,353,17,"ITEM 17. Renewal, Termination, Transfer, and Dispute Resolution",38,42
5768,353,18,ITEM 18.,43,43
5769,353,19,ITEM 19. FINANCIAL PERFORMANCE REPRESENTATIONS,43,49
5770,353,20,ITEM 20. OUTLETS AND FRANCHISEE INFORMATION,50,53
5771,353,21,ITEM 21. FINANCIAL STATEMENTS,53,53
5772,353,22,ITEM 22. CONTRACTS,53,53
5773,353,23,ITEM 23. RECEIPTS,54,54
5774,1079,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",5,6
5775,1079,2,ITEM 2. Business Experience,7,7
5776,1079,3,ITEM 3. Litigation,8,8
5777,1079,4,ITEM 4. Bankruptcy,8,8
5778,1079,5,ITEM 5. Initial Franchise Fee,8,8
5779,1079,6,ITEM 6. Other Fees,9,14
5780,1079,7,ITEM 7. Initial Investment,16,19
5781,1079,8,ITEM 8: Restrictions On Sources Of Products And Services,19,21
5782,1079,9,ITEM 9: FRANCHISEE'S OBLIGATIONS,21,23
5783,1079,10,ITEM 10: Financing,23,23
5784,1079,11,"ITEM 11: FRANCHISOR'S ASSISTANCE, ADVERTISING, COMPUTER SYSTEMS AND TRAINING",23,32
5785,1079,12,ITEM 12: TERRITORY,32,34
5786,1079,13,ITEM 13: TRADEMARKS,34,35
5787,1079,14,"ITEM 14: PATENTS, COPYRIGHTS AND PROPRIETARY INFORMATION",35,36
5788,1079,15,ITEM 15: OBLIGATIONS OF THE FRANCHISEE TO PARTICIPATE IN THEACTUAL OPERATION OF THE FRANCHISE BUSINESS,36,37
5789,1079,16,ITEM 16: RESTRICTION ON WHAT FRANCHISEE MAY SELL,37,37
5790,1079,17,"ITEM 17: RENEWAL, TERMINATION, TRANSFER AND DISPUTE RESOLUTION",37,42
5791,1079,18,ITEM 18: Public Figures,42,42
5792,1079,19,ITEM 19: FINANCIAL PERFORMANCE REPRESENTATIONS,42,48
5793,1079,20,ITEM 20: OUTLETS AND FRANCHISEE INFORMATION,48,52
5794,1079,21,ITEM 21: FINANCIAL STATEMENTS,52,52
5795,1079,22,ITEM 22: CONTRACTS,52,53
5796,1079,23,ITEM 23: RECEIPT,53,53
5797,579,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,8
5798,579,2,ITEM 2. Business Experience,9,9
5799,579,3,ITEM 3. Litigation,9,9
5800,579,4,ITEM 4. Bankruptcy,9,9
5801,579,5,ITEM 5. Initial Franchise Fee,9,11
5802,579,6,ITEM 6. Other Fees,11,16
5803,579,7,ITEM 7. Initial Investment,17,20
5804,579,8,ITEM 8. Restrictions On Sources Of Products And Services,20,22
5805,579,9,ITEM 9. Franchisee's Obligations,22,23
5806,579,10,ITEM 10. Financing,23,23
5807,579,11,ITEM 11. Franchisor's Obligations,23,28
5808,579,12,ITEM 12. Territory,31,33
5809,579,13,ITEM 13. Trademarks,33,36
5810,579,14,"ITEM 14. Patents, Copyrights and Proprietary Information",36,37
5811,579,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,38,38
5812,579,16,ITEM 16. Restrictions On What The Franchisee May Sell,38,39
5813,579,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",39,42
5814,579,18,ITEM 18. Public Figures,42,42
5815,579,19,ITEM 19. Financial Performance Representations,42,45
5816,579,20,ITEM 20. List Of Outlets,45,49
5817,579,21,ITEM 21. Financial Statements,49,49
5818,579,22,ITEM 22. Contracts,49,49
5819,579,23,ITEM 23. Receipt,49,49
5820,504,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",8,9
5821,504,2,ITEM 2. Business Experience,10,11
5822,504,3,ITEM 3. Litigation,11,11
5823,504,4,ITEM 4. Bankruptcy,11,11
5824,504,5,ITEM 5. Initial Franchise Fee,12,12
5825,504,6,ITEM 6. Other Fees,12,15
5826,504,7,ITEM 7. Initial Investment,16,18
5827,504,8,ITEM 8. Restrictions On Sources Of Products And Services,19,21
5828,504,9,ITEM 9. Franchisee's Obligations,21,23
5829,504,10,ITEM 10. Financing,23,23
5830,504,11,ITEM 11. Franchisor's Obligations,23,30
5831,504,12,ITEM 12. Territory,30,31
5832,504,13,ITEM 13. Trademarks,31,32
5833,504,14,"ITEM 14. Patents, Copyrights and Proprietary Information",32,34
5834,504,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,34,35
5835,504,16,ITEM 16. Restrictions On What The Franchisee May Sell,35,35
5836,504,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",36,40
5837,504,18,ITEM 18. Public Figures,40,40
5838,504,19,ITEM 19. Financial Performance Representations,40,40
5839,504,20,ITEM 20. List Of Outlets,40,45
5840,504,21,ITEM 21. Financial Statements,45,45
5841,504,22,ITEM 22. Contracts,46,46
5842,504,23,ITEM 23. Receipt,46,46
5843,315,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",6,7
5844,315,2,ITEM 2. Business Experience,8,10
5845,315,3,ITEM 3. Litigation,10,10
5846,315,4,ITEM 4. Bankruptcy,10,10
5847,315,5,ITEM 5. Initial Franchise Fee,10,11
5848,315,6,ITEM 6. Other Fees,11,17
5849,315,7,ITEM 7. Initial Investment,17,21
5850,315,8,ITEM 8. Restrictions On Sources Of Products And Services,21,24
5851,315,9,ITEM 9. Franchisee's Obligations,24,25
5852,315,10,ITEM 10. Financing,25,25
5853,315,11,"ITEM 11. Franchisor's Assistance, Advertising, Computer Systems and Training",25,34
5854,315,12,ITEM 12. Territory,34,36
5855,315,13,ITEM 13. Trademarks,36,38
5856,315,14,"ITEM 14. Patents, Copyrights and Proprietary Information",38,39
5857,315,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,39,39
5858,315,16,ITEM 16. Restrictions On What The Franchisee May Sell,39,40
5859,315,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",40,46
5860,315,18,ITEM 18. Public Figures,46,46
5861,315,19,ITEM 19. Financial Performance Representations,46,47
5862,315,20,ITEM 20. List Of Outlets,48,51
5863,315,21,ITEM 21. Financial Statements,51,51
5864,315,22,ITEM 22. Contracts,52,52
5865,315,23,ITEM 23. Receipt,52,52
5866,633,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,8
5867,633,2,ITEM 2. Business Experience,8,9
5868,633,3,ITEM 3. Litigation,9,9
5869,633,4,ITEM 4. Bankruptcy,9,9
5870,633,5,ITEM 5. Initial Franchise Fee,10,11
5871,633,6,ITEM 6. Other Fees,11,14
5872,633,7,ITEM 7. Initial Investment,16,23
5873,633,8,ITEM 8. Restrictions On Sources Of Products And Services,23,26
5874,633,9,ITEM 9. Franchisee's Obligations,26,27
5875,633,10,ITEM 10. Financing,27,27
5876,633,11,ITEM 11. Franchisor's Obligations,27,33
5877,633,12,ITEM 12. Territory,35,36
5878,633,13,ITEM 13. Trademarks,36,37
5879,633,14,"ITEM 14. Patents, Copyrights and Proprietary Information",38,38
5880,633,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,38,39
5881,633,16,ITEM 16. Restrictions On What The Franchisee May Sell,39,39
5882,633,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",39,42
5883,633,18,ITEM 18. Public Figures,42,42
