exhibit_id,fdd_id,identified_exhibit_letter,identified_title,start_page,end_page
2148,1303,N,GIFT CARD PARTICIPATION AGREEMENT,399,403
2149,1303,F,LIST OF FORMER FRANCHISEES AND FRANCHISEES THAT HAVE CLOSED A RESTAURANT DURING THE FISCAL YEAR ENDING 12/25/2023,245,246
2150,1252,E-1,MAID BRIGADE FRANCHISEES,148,162
2151,1252,E-2,FRANCHISEES WHO LEFT THE SYSTEM IN 2023,163,163
2152,947,A,LIST OF FRANCHISEES,61,64
2153,1090,F,"FRANCHISED OUTLETS AS OF DECEMBER 31, 2023",5,5
2154,392,D,LIST OF CURRENT FRANCHISEES,97,99
2155,418,C,List of Current and Former Franchisees,123,123
2156,260,D,LIST OF REGIONAL DEVELOPMENT OUTLETS/FRANCHISEES WHO LEFT THESYSTEM,59,61
2157,348,J,J-1 List of Current Franchisees,174,177
2158,348,J,J-2 List of Franchisees With Signed Agreements but are Not Yet Open,178,179
2159,348,J,J-3 List of Franchisees that Left the System,180,181
2160,1052,G,LIST OF FRANCHISEES,49,49
2161,1052,H,LIST OF FRANCHISEES WHO HAVE LEFT THE SYSTEM,49,49
2162,1052,A,LIST OF STATE ADMINISTRATORS,51,53
2163,1052,B,LIST OF AGENTS FOR SERVICE OF PROCESS,54,55
2164,1052,C,TABLE OF CONTENTS OF OPERATIONS MANUAL,56,60
2165,1052,D,FINANCIAL STATEMENTS,61,70
2166,1052,E,FRANCHISE AGREEMENT,71,141
2167,1052,F,MULTI-UNIT DEVELOPMENT AGREEMENT,142,197
2168,1052,I,STATE SPECIFIC ADDENDA,200,213
2169,1052,J,STATE EFFECTIVE DATES,231,232
2170,1052,K,RECEIPTS,233,235
2171,978,H,LIST OF VARA JUICETM RESTAURANTSLIST OF FRANCHISEES THAT HAVE LEFT THE SYSTEM,8,8
2172,978,I,LIST OF FRANCHISEES THAT RECENTLY LEFT THE SYSTEM,270,271
2173,1242,A,Franchise Agreement,76,81
2174,1242,B,Incentive Program Development Rights Rider to Franchise Agreement,165,165
2175,1242,C,Financial Statements,68,74
2176,1242,D,List of Franchisees,244,245
2177,1242,E,List of Former Franchisees,249,249
2178,1242,F,Operations Manual Table of Contents,250,251
2179,1242,G,List of State Agencies/Agents for Service of Process,252,255
2180,1242,H,State-Specific Addenda and Franchise Agreement Riders,256,282
2181,1242,I,Participant Agreement,283,286
2182,1242,J,Sample General Release,287,289
2183,1242,K,Franchisee Representations,290,297
2184,1163,D,List of Members,57,59
2185,1035,E,List of Franchisees,177,178
2186,951,F,List of Current and Former Franchisees,212,219
2189,1170,I,Financial Statements,137,163
2190,264,F,List of Current and Former Franchisees,123,125
2191,472,F,List of Franchises,75,79
2192,1184,E,List of Franchisees and Franchisees Who Have Left the System,137,138
2193,781,E,Lists of Current and Former Regional Developers,147,149
2194,1335,A,Financial Statements,64,72
2195,1335,B,List of Franchisees,127,131
2196,1335,C,List of Franchisees Who Have Left the System,132,134
2197,1335,D,Confidential Operating Manual Table of Contents,135,137
2198,1335,E,Training Store Waiver and Release,138,139
2199,1335,F,List of State Agencies/Agents for Service of Process,140,142
2200,1335,G,Form of Area Development Agreement,143,166
2201,1335,H,Form of Franchise Agreement,174,225
2202,1335,I,Form of Agreement to Lease,226,262
2203,1335,J,Form of Lease Agreement,263,274
2204,1335,K,Franchisee Questionnaire,275,278
2205,1335,L,State Specific and other Addenda and Riders,279,321
2206,1335,M,Form of Release,324,326
2207,1335,N,Receipts,328,330
2208,345,A,FRANCHISE AGREEMENT AND ATTACHMENTS,50,92
2209,345,B,FRANCHISE CONFIDENTIALITY AGREEMENT,117,121
2210,345,C,TABLE OF CONTENTS OF OPERATIONS MANUAL; AGREEMENT FORRECEIPT OF OPERATIONS MANUAL,5,5
2211,345,D,FINANCIAL STATEMENTS,5,5
2212,345,E,LIST OF STATE ADMINISTRATORS AND AGENTS FOR SERVICE OFPROCESS,5,5
2213,345,F,STATE SPECIFIC ADDENDA,5,5
2214,345,G,FORM OF GENERAL RELEASE,5,5
2215,345,H,AREA DEVELOPMENT AGREEMENT,5,5
2216,345,I,FORM OF SOFTWARE USE AND LICENSE AGREEMENT,5,5
2217,345,J,RECEIPTS,5,5
2218,1366,K,LIST OF FRANCHISEES,180,183
2219,795,A,Financial Statements,56,70
2220,795,B,Franchise Agreement,83,148
2221,795,C,Addendum to Franchise Agreement for Additional Territory,162,168
2222,795,D-1,Workersâ Compensation Power of Attorney,169,172
2223,795,D-2,Workersâ Compensation Program Agreement,173,178
2224,795,E,State Administrators / Agents for Service of Process,179,183
2225,795,F,State-Specific Addenda and Agreement Riders,183,215
2226,795,G,Table of Contents of Operations Manual,216,224
2227,795,H,List of Franchisees and Former Franchisees,225,229
2228,795,I,Form of General Release,230,234
2229,795,J,Form Consent to Transfer,235,241
2230,795,K,Representations and Acknowledgment Statement,242,245
2231,795,L,"Receipts AtWork Franchise, Inc.",248,250
2232,784,I,"LIST OF CURRENT FRANCHISEES AND, IF APPROPRIATE, THEIR OUTLETS",213,215
2233,784,A,FORM OF FRANCHISE AGREEMENT AND EXHIBITS,79,127
2234,784,B,LIST OF STATE AGENTS FOR SERVICE OF PROCESS AND STATE ADMINISTRATORS,133,135
2235,784,C,FINANCIAL STATEMENTS,137,142
2236,784,D,GUARANTY OF PERFORMANCE,150,151
2237,784,E,STATEMENT OF PROSPECTIVE FRANCHISEE,152,156
2238,784,F,TABLE OF CONTENTS OF MANUAL,157,162
2239,784,G,FORM OF GENERAL RELEASE,163,165
2240,784,H,STATE SPECIFIC ADDENDA,166,212
2241,784,J,LIST OF FRANCHISEES THAT LEFT THE SYSTEM IN THE PAST YEAR,218,219
2242,784,K,FORM OF AREA DEVELOPMENT AGREEMENT,220,243
2243,784,L,RECEIPTS,247,248
2244,940,F,Information Regarding Current and Past Franchisees,55,65
2245,605,I,List of Franchisees Who Have Left the System,157,157
2246,605,H,List of Franchisees,151,155
2247,605,A,Franchise Agreement,51,96
2248,605,B,Multi-Unit Development Agreement,116,124
2249,605,C,Nondisclosure and Noncompetition Agreement,131,135
2250,605,D,Closing Acknowledgement,139,140
2251,605,E,Successor Franchise Rider to Franchise Agreement,141,144
2252,605,F,Form of General Release,145,148
2253,605,G,Ownersâ Operations Manual Table of Contents,149,150
2254,605,J,Financial Statements,158,175
2255,605,K,List of State Agencies/Agents for Service of Process,192,194
2256,605,L,State Addenda to the Franchise Disclosure Document,195,207
2257,1137,F,"Franchisees as of December 31, 2023",4,4
2258,1137,G,Franchisees That Exited a Franchise in 2023,4,4
2259,1137,I,Financial Statements,4,4
2260,612,F,LIST OF FRANCHISEES,121,121
2261,314,F,"STATE ADDENDA, AGREEMENT RIDERS, AND RECEIPT PAGES",4,4
2262,314,F,Receipt,148,150
2263,1109,G-1,List of Current Franchisees,194,195
2264,1109,G-2,LIST OF FRANCHISEES WHO LEFT THE SYSTEM,196,197
2265,1109,I,CURRENT FORM OF LEASE ADDENDUM,202,205
2266,1305,A,State Administrators/Agents for Service of Process,51,55
2267,1305,B,Franchise Agreement,56,103
2268,1305,C,Multi-Unit Development Agreement,104,146
2269,1305,D,Operations Manual Table of Contents,147,151
2270,1305,E,Financial Statements,152,163
2271,1305,F,Confidentiality/Nondisclosure Agreement,164,167
2272,1305,G,List of Franchisees,168,170
2273,1305,H,Waiver of Management Agreement,171,174
2274,1305,I,State Specific Addenda,175,198
2275,1305,J,State Effective Dates,199,200
2276,1305,K,Receipt Pages,201,203
2277,642,A,"Franchise Agreement (including Data Sheet, Brand Appendix, Conversion Incentive Program Addendum, Remix Services Addendum, National Account Service Level Agreement, Confidentiality and Non-Compete Agreement, Telephone Number and Internet Agreement, and EFT Agreement)",87,137
2278,642,B,"Promissory Note, Guaranty and Security Agreement",138,150
2279,642,C,Renewal Addendum,164,166
2280,642,D,Sample of General Release,168,169
2281,642,E,Questionnaire,171,172
2282,642,F,"Franchisees as of December 31, 2023",173,178
2283,642,G,Franchisees That Exited a Franchise in 2023,179,181
2284,642,H,Operations Manual Table of Contents,182,183
2285,642,I,Financial Statements,185,212
2286,642,J,List of State Administrators and Agents for Service of Process,252,255
2287,278,G,LIST OF FRANCHISEES,6,6
2288,642,K,State Addenda/State Franchise Agreement Amendments,256,286
2289,244,A,Franchise Agreement,68,125
2290,244,B,Development Agreement,150,183
2291,244,C,Walmart Sublease,184,265
2292,244,D,Sublease Addendum to Franchise Agreement,266,269
2293,244,E,Financial Statements,270,312
2294,244,F,List of Franchisees and Locations,313,336
2295,244,G,List of Certain State Regulatory Authorities and Registered Agents,337,341
2296,244,H,State Addenda,342,362
2297,244,I,Conditional Assignment of Telephone and Directory Listings,363,364
2298,244,J,Sample General Release,365,366
2299,244,K,Manual Table of Contents,367,368
2300,244,L,Franchise Disclosure Questionnaire,369,373
2301,244,M,Acknowledgment of Receipt of Completed Agreements,374,376
2302,244,N,State Effective Dates,377,378
2303,244,O,Receipt of Disclosure Document,379,383
2304,624,E-1,List of Franchisees as of 12/31/2023,180,185
2305,624,A,List of State Agencies/Agents For Service of Process,59,61
2306,624,B,Franchise Agreement and Exhibits,62,142
2307,624,C,Financial Statements,143,175
2308,624,D,Operations Manual Table of Contents,176,177
2309,624,E-2,Franchisees Who Left the System During the Fiscal Year Ending 12/31/23,186,187
2310,624,F,State Addenda and Franchise Agreement Riders,188,216
2311,286,A,Financial Statements,51,63
2312,286,B,Franchise Agreement (with attachments and exhibits),64,130
2313,286,C,List of Franchised Outlets,131,132
2314,286,D,List of Franchisees Who Have Left the System,133,134
2315,286,E,Brand Standards Manual Table of Contents,135,137
2316,286,F,Form of Refranchising Asset Purchase Agreement,138,155
2317,286,G,Form of General Release,156,159
2318,286,H,State Administrators/Agents for Service of Process,160,162
2319,286,I,State Addenda to Franchise Disclosure Document,163,175
2320,286,J,State Effective Dates,176,177
2321,1361,H,List of Franchisees,176,180
2322,893,C,List of Current AlphaGraphics Franchisees and Area Developers,87,191
2323,893,C–1,List of Former Franchisees,193,195
2324,893,A,Area Development Agreement,89,106
2325,893,B,Franchise Agreement,111,154
2326,893,D,Financial Statements,196,216
2327,893,E,List of State Agencies/Agents for Service of Process,217,218
2328,893,F,Operations Manual Table of Contents,219,226
2329,893,G,Authorization for Electronic Funds Transfer,227,228
2330,893,H,State Specific Addenda and Agreement Riders,229,259
2331,893,I,Acquire and Convert/Conversion Rider to Franchise Agreement,260,263
2332,893,J,Transfer Rider to Franchise Agreement,264,266
2333,893,K,General Release Form,267,269
2334,893,L,E-Commerce Addendum Form,270,279
2335,189,A,Franchise Agreement,64,123
2336,189,B,Table of Contents to Operations Manual,124,127
2337,189,C,Financial Statements,128,165
2338,189,D,List of Our Current Unit Outlets,166,171
2339,189,E,List of Our Former Unit Outlets,172,173
2340,189,F,Franchisee Disclosure Questionnaire,174,176
2341,189,G,State Effective Dates,177,178
2342,189,H,ITEM 23 RECEIPT,179,181
2343,496,I,LIST OF CURRENT FRANCHISE OWNERS,132,146
2344,290,M,List of Franchisees,7,443
2345,290,A,List of State Administrators,6,118
2346,290,B,Agents for Service of Process,6,127
2347,290,C,Franchise Operations Manual Table of Contents,6,133
2348,290,D,State Addenda to the Disclosure Document,6,155
2349,290,E,Franchise Agreement,7,251
2350,290,F,Area Development Agreement,7,338
2351,290,G,Product Sales Agreement,7,346
2352,290,H,Asset Purchase and Sale Agreement,7,359
2353,290,I,Sublease,7,369
2354,290,J,P.O.S. License Agreement,7,376
2355,290,K,Form of General Release,7,379
2356,290,L,Confidentiality Statement,7,381
2357,290,N,Financial Statements,7,482
2358,290,O,Training Instructors,7,507
2359,957,G,LIST OF FRANCHISEES,177,178
2360,957,I,Financial Statements,181,199
2361,627,D,Roster of Offices,5,5
2362,627,E,Franchisees No Longer with the System,5,5
2363,136,E,Lists of Current and Former Hotel Owners,5,5
2364,136,E,LISTS OF CURRENT AND FORMER HOTEL OWNERS,152,152
2365,659,A,LIST OF STATE ADMINISTRATORS AND AGENTS FOR SERVICE OF PROCESS,51,52
2366,659,B,FINANCIAL STATEMENTS AND GUARANTEES OF PERFORMANCE,53,106
2367,659,C,FRANCHISE AGREEMENT,107,156
2368,659,D,Maid Right Brand Standards Manual Table of Contents,172,172
2369,659,E,"LIST OF CURRENT FRANCHISEES (AS OF DECEMBER 31, 2023)",173,176
2370,659,F,"LIST OF FRANCHISEES WHO HAVE LEFT THE SYSTEM (JANUARY 1, 2023 TO DECEMBER 31, 2023)",177,177
2371,659,G,FRANCHISE COMPLIANCE QUESTIONNAIRE,178,180
2372,659,H,STATE-SPECIFIC ADDENDA,181,207
2373,1066,M,"List of Franchised Businesses, Developers, and Former Franchisees",283,288
2374,829,D-1,"LIST OF CURRENT FRANCHISEESAS OF DECEMBER 31, 2023",81,82
2375,829,D-2,LIST OF FORMER FRANCHISEES,83,83
2376,490,D,List of Current and Former Franchisees,47,52
2377,490,A,Franchise Agreement and exhibits,53,105
2378,490,B,List of State Administrators,107,107
2379,490,C,Agents for Service of Process,108,109
2380,490,E,Financial Statements,115,143
2381,490,F,Table of Contents for Manual,144,145
2382,490,G,STATEâSPECIFIC DISCLOSURES,146,146
2383,490,H,STATE-SPECIFIC AGREEMENT AMENDMENTS,147,147
2384,490,I,GENERAL RELEASE LANGUAGE,149,149
2385,1321,N,RECEIPTS,306,309
2386,490,J,STATE EFFECTIVE DATES PAGE,150,151
2387,490,K,RECEIPTS,152,154
2388,934,I,LIST OF CURRENT AND FORMER FRANCHISEES,162,164
2389,675,F,Franchised Outlets,50,50
2390,1034,F,List of Former Area Representatives,97,97
2391,905,C,LIST OF CURRENT AND FORMER FRANCHISEES,74,74
2392,1069,A,State Administrators and Agents for Service of Process,54,56
2393,1069,B,List of Franchisees,57,82
2394,1069,I,Receipts,230,232
2395,956,E,Franchisee List,127,140
2396,718,D,List of Current Franchisees,230,244
2397,1369,A,Franchise Agreement,82,147
2398,1369,B,Co-Brand Franchise Addendum to Franchise Agreement,154,161
2399,1369,C,Fruit Bouquets Addendum to. Franchise Agreement,162,165
2400,1369,D,Sublease,166,184
2401,1369,E,Option to Obtain Lease Assignment,185,193
2402,1369,F,State Specific Addenda,194,216
2403,1369,G,Confidentiality Agreement,217,224
2404,1369,H,General Release,225,230
2405,1369,I,Promissory Note,231,236
2406,1369,J,Guarantee of Promissory Note,237,239
2407,1369,K,Security Agreement,240,247
2408,1369,L-1,Premier Order Fulfillment Agreement,248,254
2409,1369,L-2,Fruit Bouquets Order Fulfillment Agreement,259,266
2410,1369,M-1,BloomNet Membership Agreement,270,280
2411,1369,M-2,BloomNet Technologies Systems Agreement,281,293
2412,1369,M-3,BLOOMNET ORDER REFERRAL PROGRAM RATE SCHEDULE,294,296
2413,1369,N,List of Current Franchisees.,297,302
2414,1369,O,"LIST OF FORMER FRANCHISEES WHO HAVE LEFT THE SYSTEM AS OF JUNE 30, 2024",304,306
2415,1369,P,Financial Statements,307,333
2416,1369,Q,AGENTS FOR SERVICE OF PROCESS AND STATE ADMINISTRATORS,334,336
2417,1369,R,RECEIPTS,339,343
2418,1299,E,Lists of Current and Former Regional Developers,152,153
2419,1278,E,List of Current Franchisees,129,179
2420,397,F,List of System Franchisees and Former Franchisees that Have Left System in Past Fiscal Year,63,65
2421,301,I,Lists of Current and Former Franchise Owners,4,4
2422,610,D,List of Current Franchisees,248,265
2423,610,E,List of Former Franchisees,266,267
2424,1285,F,List of Current Franchisees and Franchisees Who have Left the System,169,172
2425,1128,A,Financial Statements,41,51
2426,1128,B,Franchise Agreement (and exhibits),52,95
2427,1128,C,Area Development Agreement (and exhibits),96,112
2428,1128,D,List of State Administrators; Agents for Service of Process,113,113
2429,1128,E,General Release Form,114,116
2430,1128,F,List of Franchisees,117,118
2431,1128,G,Operations Manual Table of Contents,119,120
2432,1128,H,Disclosure Acknowledgment Questionnaire,121,124
2433,1128,I,State Addenda,125,140
2434,1128,J,State Effective Dates and Receipt Pages,141,144
2435,267,D,List of Franchisees,98,99
2436,763,I,List of Franchisees,6,6
2437,182,Y,List of Current Franchisees,285,287
2438,182,Z,"List of Franchisees Who Left the System, Franchisees Who Transferred Their Franchises, and Franchisees with Whom Medicap has not Communicated Within 10 Weeks of the Issuance Date of this Disclosure Document",288,292
2439,182,X,List of State Agencies and Agents for Service of Process,283,284
2440,883,G-1,LIST OF CURRENT FRANCHISEES,196,197
2441,532,F,List of Franchisees,127,127
2442,986,E,List of Franchised Businesses for Coverall and its Service Franchises,7,7
2443,986,I,Current List of Regional Support Centers,7,7
2444,804,C,Franchisees,51,51
2445,804,D,Former Franchisees,51,51
2446,804,A,Franchise Agreement and Attachments,53,101
2447,804,B,Development Agreement,119,131
2448,804,E,Table of Contents of Operations Manuals,5,5
2449,804,F,Financial Statements,5,5
2450,804,G,Agencies/Agents for Service of Process,5,5
2451,804,H,Affiliate Product Line Addendum,5,5
2452,804,I,Sample Consent to Transfer and Termination and Release Agreement,5,5
2453,804,J,Sysco Application and Agreement,5,5
2454,804,K,Worldpay Contract,5,5
2455,804,L,State Addenda,5,5
2456,804,M,Franchisee Questionnaire,5,5
2457,804,N,State Effective Dates,5,5
2458,804,O,Receipts,5,5
2459,623,C-1,LIST OF OUR FRANCHISED KIOSK LOCATIONS,196,207
2460,623,C-2,LIST OF FRANCHISEES THAT LEFT THE SYSTEM IN FISCAL YEAR 2023,213,215
2461,1140,D,List of Franchised Mr. Gattiâs Pizza Facilities,59,194
2462,1140,E,LIST OF FRANCHISEES THAT HAVE LEFT THE SYSTEM IN THE LAST FISCAL YEAR,195,197
2463,652,A,List of State Agencies/Agents for Service of Process,7,7
2464,652,B,Franchise Agreement,7,7
2465,652,C,Development Agreement,7,7
2466,652,D,Financial Statements,7,7
2467,652,E,Franchise Manual Table of Contents,7,7
2468,652,F,List of Franchisees,7,7
2469,652,G,State Addenda,7,7
2470,652,H,State Effective Dates,7,7
2471,652,I,Receipts,7,7
2472,652,F,LIST OF CURRENT AND FORMER FRANCHISEES,193,195
2473,1167,A,Financial Statements,70,79
2474,1167,B,Franchise Agreement,88,149
2475,1167,C,Satellite Agreement,150,177
2476,1167,D,Hospitality Agreement,178,221
2477,1167,E,Area Development Agreement,222,250
2478,1167,F,List of State Administrators/Agents for Service of Process,251,252
2479,1167,G,State Specific Addenda,253,283
2480,1167,H,List of Current and Former Franchisees/Area Developers,284,305
2481,1167,I,Operations Manual Table of Contents,306,320
2482,1167,J,State Effective Dates,321,322
2483,1167,K,Receipts,323,325
2484,1290,F,Current and Former Franchisees,119,120
2485,1062,G,List of Franchisees,7,7
2486,409,E,List of Current Franchisees,233,238
2487,409,A,List of State Administrators/Agents for Service of Process,101,104
2488,409,B,Area Development Agreement,106,140
2489,409,C,Franchise Agreement,153,221
2490,409,D,Noodles & Company Operations Manual Table of Contents,229,231
2491,409,F,Financial Statements,240,265
2492,409,G,Addenda Required by Certain States,266,296
2493,409,H,Form of IT Support Services Agreement,298,309
2494,409,I,AssetPurchaseAgreement,310,337
2495,617,D,List of Current Franchisees,6,6
2496,574,G,"Franchised and Company-Owned Centers G1 Open Franchised Centers G2 Franchised Centers with signed franchise agreements, but not open G3 Company-Owned Centers owned or operated by Franchisor affiliate G4 Former Franchise Centers",7,71
2497,574,A,Financial Statements,7,79
2498,574,B,Franchise Agreement with exhibits,7,211
2499,574,C,Development Agreement with exhibits,7,266
2500,574,D,Other agreements D1 General Release D2 Royalty Amendment D3 Territory Amendment D4 Asset Purchase Agreement for use in purchasing Company-Owned Centers D5 Sublease for use in subleasing Company-Owned Centers D6 Letter of Intent for use in purchasing Company-Owned Centers,7,323
2501,574,E,Start-up Package E1 Marketing Start-up Package for New Franchisees E2 Marketing Start-up Package for Transfer Franchisees E3 IT Start-up Package E4 Educational Start-up Package,7,332
2502,574,F,Other documents F1 Huntington Manual table of contents,7,335
2503,574,H,State Specific Addenda,7,360
2504,574,I,Agents for Service of Process and State Franchise Administrators,7,362
2505,574,J,State Effective Dates,7,363
2506,574,K,Receipts,7,366
2507,735,J,"List of Franchisees, Sponsored Franchise Associations and NonSponsored Franchise Associations",54,54
2508,735,A,Financial Statements,56,63
2509,735,B,Form of Franchise Agreement and Related Materials,70,75
2510,735,C,Form of Conditional Assignment of Telephone Numbers and Listings,76,76
2511,735,D,Form of Conditional Assignment and Assumption of Lease,77,77
2512,735,E,Form of Agreement to Lease,78,78
2513,735,F,Form of Area Development Agreement,79,79
2514,735,G,General Release â Renewal & Assignment,80,80
2515,735,H,Form of Principal Owner's Statement,81,81
2516,735,I,Form of Principal Owner's Guaranty,82,82
2517,735,M,Pre-Closing Questionnaire,83,83
2518,735,N,State Specific Addenda and Disclosure,84,84
2519,735,O,Table of Contents to Operation Manual,85,85
2520,735,P,Receipts,86,86
2521,142,F,List of Franchisees,130,130
2522,1155,F,Current and Former Franchisees,216,219
2523,405,D-1,List of Current Franchisees,153,155
2524,405,D-2,LIST OF FORMER FRANCHISEES,156,157
2525,448,F,List of Franchisees,200,213
2526,210,A,List of State Administrators and Agents for Service of Process,51,52
2527,210,B,Financial Statements,53,79
2528,210,C,Franchise Agreement,80,134
2529,210,D,List of Current and Former Franchisees,143,145
2530,210,E,Franchise Operations Manual Table of Contents,146,146
2531,210,F,State Addenda and Agreement Riders,147,167
2532,210,G,Contracts for use with the Art of Drawers Franchise,168,184
2533,210,H,Franchise Disclosure Questionnaire,185,187
2534,210,I,State Effective Dates,188,189
2535,210,J,RECEIPTS,190,192
2536,746,A,Financial Statements,60,79
2537,746,B,Franchise Agreement,81,132
2538,746,C,List of Franchisees and Franchisees Who Have Left the System,150,167
2539,746,D,List of State Agencies and Agents for Service,169,170
2540,746,E,State-Specific Addenda,171,196
2541,746,F,Operating Manual Table of Contents,197,200
2542,746,G,Acknowledgment Addendum,201,204
2543,746,H,Promissory Note,205,210
2544,746,I,Guarantee of Performance,211,212
2545,746,J,State Effective Dates,213,214
2546,746,K,Receipts,215,217
2547,481,E-1,LIST OF FRANCHISEES,109,109
2548,481,E-2,LIST OF FORMER FRANCHISEES,110,110
2549,295,F,List of Franchisees,126,127
2550,1098,F,Franchisee/Company Lists,59,60
2551,971,C,List of Franchisees,149,156
2552,646,H,"List of Franchised Locations, Former Franchisees, and Franchise Agreement",187,189
2553,1295,D,LIST OF EXISTING FRANCHISEES,53,53
2554,150,C,List of Franchisees,46,46
2555,541,C,Franchisee List - Current,5,5
2556,541,C,Exhibit C - Franchisee List - Current,5,5
2557,907,F,LIST OF FRANCHISEES,181,182
2558,1304,A,List of State Administrators and Agents for Service of Process,58,59
2559,1304,B,Financial Statements,60,75
2560,1304,C,Franchise Agreement,76,127
2561,1304,D,Area Development Agreement,135,157
2562,1304,E,List of Current and Former Franchisees,158,164
2563,1304,F,State Addenda and Agreement Riders,165,182
2564,1304,G,Franchise Operations Manual Table of Contents,183,197
2565,1304,H,Contracts for use with The Dog Stop Franchise,198,230
2566,1304,I,State Effective Dates,246,247
2567,1304,J,Receipts,248,250
2568,778,D,List of Current and Former Franchisees,106,108
2569,1044,E,Exhibit E â List of Current and Terminated Franchisees,151,152
2570,535,C,"Franchised Outlets as of December 31, 2023",39,138
2571,535,A,Franchise Agreement,46,90
2572,535,B,Financial Statements,110,131
2573,535,D,Confidential Operations Manual Table of Contents,139,140
2574,535,E,State Agencies/Agents for Service of Process,141,142
2575,354,D,List of Current Franchisees,111,126
2576,535,F,Addendum To Agreement Of Sale And Purchase For A Franchise Resale,143,144
2577,535,G,State Addenda And Agreement Riders,145,162
2578,535,H,General Release,163,163
2579,535,I,Franchisee Acknowledgement Statement,165,167
2580,166,E-1,"List of Facilities in the United States as of December 31, 2023",8,8
2581,166,E-2,"List of Facilities in the United States that Voluntarily or Involuntarily left the Registry Collection Hotels System from January 1, 2023 to December 31, 2023 or that did not communicate with us during the ten-week period preceding the date of the Disclosure Document",8,8
2582,1337,F,List of Franchisees,44,192
2583,1337,A,Agents for Service of Process & State Administrators,52,55
2584,1337,B,Initial Training Agreement,56,64
2585,1337,C,Franchise Agreement and Attachments (including Guaranty),65,131
2586,1337,C1,Hot Food Addendum,132,136
2587,1337,D,State-Specific Addenda,137,178
2588,1337,E,Candidate Confidentiality Agreement,179,184
2589,1337,G,List of Terminated Franchisees,208,211
2590,1337,H,Financial Statements,212,238
2591,1337,I,Franchise Application,239,244
2592,1337,J,Sushi Robot Purchase Agreement,245,249
2593,1337,K,Receipts,251,253
2594,1365,I,FINANCIAL STATEMENTS,60,60
2595,1365,G,LIST OF FRANCHISEES,58,58
2596,288,E,List of Franchisees,147,147
2597,832,K,List of Franchisees and Company- OwnedStores,6,379
2598,1139,B,Lists of Former Franchisees,7,7
2599,411,F,"LIST OF FRANCHISEES AND FORMER FRANCHISEES, AND LICENSEES AND FORMER LICENSEES",55,55
2600,411,I,TABLES OF CONTENTS OF THE OPERATING MANUALS,32,32
2601,1130,E,Franchised Outlets,130,136
2602,435,A,Financial Statements,69,80
2603,435,B,Franchise Agreement,81,152
2604,435,C,Development Rights Rider to Franchise Agreement,165,172
2605,435,D,Operations Manual Table of Contents,173,178
2606,435,E,List of State Agencies/Agents for Service of Process,179,182
2607,435,F,Franchisee Representations Document,183,189
2608,435,G,Form of General Release,190,191
2609,435,H,State-Specific Additional Disclosures and Agreement Riders,192,210
2610,435,I,List of Franchisees,211,212
2611,499,F,Franchisee Lists,141,144
2612,1100,I,STATE SPECIFIC ADDENDA AND STATE EFFECTIVE DATES,7,7
2613,1100,I,STATE SPECIFIC ADDENDA AND STATE EFFECTIVE DATES,273,285
2614,1330,H,List of Franchisees,162,171
2615,1330,I,Franchisees Who Have Left the System.,172,173
2616,368,I,"List of Terminated, Canceled or Not Renewed Franchisees",138,140
2617,434,A,State Agencies and Administrators/Agents for Service of Process,8,8
2618,434,B,Franchise Agreement and Exhibits,8,8
2619,434,C,Other Agreements,8,8
2620,434,C-1,FBR Rider,8,8
2621,434,C-2,Amenities Rider,8,8
2622,434,C-3,Dwellings Rider,8,8
2623,434,C-4,Management Rider,8,8
2624,434,C-5,Confidentiality Agreement,8,8
2625,434,D,Operating Manual Table of Contents,8,8
2626,434,E,State Specific Addenda and Riders,8,8
2627,434,F,Roster of Current and Former Franchisees,8,8
2628,434,G,Financial Statements,8,8
2629,434,H,General Release,8,8
2630,434,I,State Effective Dates,8,8
2631,434,A,State Agencies and Administrators/Agents for Service of Process,71,74
2632,434,B,Franchise Agreement and Exhibits,76,82
2633,434,C-1,FBR Rider,245,249
2634,434,C-2,Amenities Rider,251,253
2635,434,C-3,Dwellings Rider,254,261
2636,434,C-4,Management Rider,262,265
2637,434,C-5,Confidentiality Agreement,266,272
2638,434,D,OPERATIONS MANUAL TABLE OF CONTENTS,273,280
2639,434,E,State Specific Addenda and Riders,281,308
2640,434,F,CURRENT AND FORMER FRANCHISEES,309,312
2641,434,G,FINANCIAL STATEMENTS,313,348
2642,434,H,GENERAL RELEASE,380,382
2643,434,I,STATE EFFECTIVE DATES,383,384
2644,152,D,List of Franchised Outlets,54,54
2645,152,E,List of Franchisees Who Left the System,54,54
2646,677,G,List of KFC Non-Traditional Licensees and their Non-Traditional Outlets,92,93
2647,936,F,LIST OF FRANCHISEES WHO HAVE LEFT THE SYSTEM,6,181
2648,1318,C,ââCDââ List of Franchise Outlets List of Terminated Franchises,10,10
2649,950,C,FRANCHISEES,103,172
2650,1247,E,Outlets as of the date of this Disclosure Document.,123,123
2651,431,C,Franchisees,137,140
2652,298,I,List of Franchisees and Franchisees That Have Left the System in the Past Fiscal Year,8,8
2653,593,G,List of Current and Former Franchisees,110,111
2654,918,H,List of Franchisees,274,279
2655,918,I,List of Former Franchisees,283,283
2656,803,D,LIST OF CURRENT AND FORMER FRANCHISEES,209,223
2657,1277,F,List of Franchisees,66,66
2658,868,E,â List of Franchisees,95,101
